,ead_id,resource_id,titleproper,Term,Matched_Times,Matched_From,Matched_Paragraph
46,umich-bhl-2018019,9329,the Barbara Bassett McIver papers,Native,1,abstract,"A Detroit, Mich. native, Barbara Bassett McIver was part of the second cohort of Peace Corps volunteers and part of the first Peace Corps group to go to the Philippines. The bulk of the material is dated between 1961 and 1964, and includes McIver's diary, a scrapbook, letters home, and ephemera relating to McIver's experiences in the Philippines. Also included in the collection are Peace Corps 25th and 50th anniversary program materials."
47,umich-bhl-2019013,9365,"the Harold Dunbar Corbusier papers, 1883-1979",Native,1,bioghist,"After completing his education at the University of Michigan, Corbusier joined the Medical Department of the United States Army Reserve where he served in numerous military campaigns from 1900 to the end of World War I. From 1900 to 1905, Corbusier served as Acting Assistant Surgeon and in this capacity participated in the China Relief Expedition from 1900 to 1901 and in the Philippine Campaign from 1901 to 1902. Corbusier left active service in 1905, settling in Plainfield, NJ to raise a family with his wife Louise Shepard Corbusier (1875-1964), a native of Battle Creek, Michigan. The couple was married in 1903 and had three children, Frances (O'Brien) Corbusier, Barbara (Stevenson and later Pflueger) Corbusier, and Nancy (Knox) Corbusier who was born in 1913.   "
48,umich-bhl-2019013,9365,"the Harold Dunbar Corbusier papers, 1883-1979",Territory,1,bioghist,"Harold Dunbar Corbusier (1873-1950) was born at a U.S. Army's Camp Date Creek in Yavapai County, Arizona Territory to Colonel William H. and Fanny Dunbar Corbusier.  As a military family, the Corbusiers travelled between U.S. Army bases in Arizona, Charleston, S.C., Tennessee, Kansas, and the Midwest, including Fort Mackinac and Fort Wayne in Michigan (1882-1892). In 1893, Harold Corbusier entered the University of Michigan where he joined the Delta Upsilon Fraternity. He received both his Bachelor of Science and Medical degrees in 1899."
49,umich-bhl-851285,959,Thomas Francis Papers,Type,1,bioghist," In 1934, Francis isolated the human influenza virus confirming the work of Smith, Andrewes and Laidlaw in England. He subsequently was able to establish the virus in mice and tissue culture. In 1940, he identified and was able to isolate influenza virus, Type B. The importance of his research was widely recognized. In 1941, he was appointed Director of the Commission on Influenza of the Army Epidemiological Board (its name was later changed to the Armed Forces Epidemiological Board). Here he established ""listening posts"" for the detection of influenza and conducted studies giving evidence that vaccination is effective against the epidemic strains of influenza. First in 1943, he developed a polyvalent vaccine that proved to be highly effective against influenza A in military personnel. Then in 1945, he demonstrated the effectiveness of vaccination against influenza B."
50,umich-bhl-851285,959,Thomas Francis Papers,Types,1,scopecontent, Parts of the Francis papers have not yet been completely processed. Most of these subseries pertain to Francis' organizational commitments and to his membership on various boards and commissions. Types of records in these unprocessed subseries consist of minutes of meetings and procedural records. These unprocessed records are indicated on the finding aid along with the bulk size of the subseries.
51,umich-bhl-851285,959,Thomas Francis Papers,Death,1,bioghist," In 1941, Francis came to the University of Michigan where he served as professor and chairman of the department of epidemiology in the newly established School of Public Health and professor of epidemiology in the Medical School. In 1947, he was appointed Henry Sewell Professor of Epidemiology. Francis remained at the University of Michigan until his death on October 1, 1969."
52,umich-bhl-851417,1084,"Eugene Gressman papers, 1935-1967",Death,1,bioghist,"Eugene Gressman was born April 18, 1917 in Lansing, Michigan. He graduated from the University of Michigan (A.B., 1938; J.D., 1940). After his admission to the Michigan Bar in 1940, Gressman worked as an attorney with the Securities and Exchange Commission in Washington, 1940-1943. From here, he became law clerk to Supreme Court Justice Frank Murphy, serving from 1943 to 1948. Following Murphy's death, Gressman worked with different Washington law firms."
53,umich-bhl-851586,1187,"Hinsdale family papers, 1857-1963",Death,1,bioghist,Burke Aaron Hinsdale was professor of the Science and the Art of Teaching at the University of Michigan from 1888 to his death in 1900. Hinsdale received his A.M. from Williams College in 1871 and his Ph.D. from Ohio State University in 1888. Hinsdale was President of Hiram College from 1870 to 1882 and superintendent of the Cleveland public schools from 1882 to 1886.
54,umich-bhl-8516,68,Robert D. Aldrich Collection,Dwellings,1,subjects,Antislavery movements; Arts; Banks and banking; Business records.; Fire departments; Freemasonry; General stores; Railroads; Schools; Women; Agricultural equipment.; Automobile service stations; Bands.; Bars.; Baseball.; Basketball.; Blacksmithing.; Business enterprises; Camping.; Canoes.; Carriages and coaches.; Centennial celebrations.; Children.; Churches; City & town life; Courtship.; Dwellings; Farming.; Fires.; Football.; Freemasonry.; Hearses.; Hunting; Laborers.; Lumber industry.; Mills; Parades &amp; processions.; People with disabilities.; Picnics.; Railroad accidents.; Railroad stations; Railroads; Schools; Soldiers; Streets; Underground railroad system.; Women.
55,umich-bhl-8516,68,Robert D. Aldrich Collection,Settlers,1,scopecontent,"The Robert D. Aldrich collection consists of materials--manuscript, printed, and photographic--documenting the history of Concord, Michigan, in western Jackson County. The collection spans the period from the arrival of the first settlers in 1831 to the 1980s. There are a few items dating back into the eighteenth century (as early as 1783) since the papers of some pioneer families predate their arrival in Concord. The bulk of the collection, though, falls in the period since the Civil War."
56,umich-bhl-851643,1145,Joseph Ralston Hayden Papers,Philippine Islands,1,scopecontent,"As vice governor of the Philippine Islands during the 1930s, and later as advisor on Philippine affairs to General Douglas MacArthur during World War II, Joseph R. Hayden was recipient of much substantive documentation relating to the American phase of Philippine Island history. Hayden was an astute and discerning scholar of Philippine life and history, and as such used the opportunity of his frequent trips to the Far East to collect materials (official and personal) that he knew would be of value in his teaching and research, and that he also hoped would prove useful to scholars following after him. Although the Hayden papers include some non-Philippine materials, such as his University of Michigan files and those records from his service with the Michigan Naval Division during World War I, the Philippine Collection is the heart of the collection. Comprising more than 75% of the Hayden papers, the Philippine Collection is testimony to Hayden's foresight in drawing together official documents (because of the positions he held) and other records (sent to him because of his known interest in the Philippines). This collection of official reports, minutes of meetings attended, memoranda with government officials, photographs, clippings, and published materials is unique, especially because of the devastation to Philippine public records and historical documents that occurred during the war."
57,umich-bhl-851643,1145,Joseph Ralston Hayden Papers,Philippine Islands,2,bioghist," Hayden was a recognized authority on the Philippine Islands. In this, Hayden was carrying on a tradition begun by Dean C. Worcester, who, like Hayden, was both on the faculty of the University of Michigan and called to public service in the Philippine Islands because of his expertise and experience. In 1922-23, Hayden was an exchange professor at the University of the Philippines; in 1930-31, he was the Carnegie Visiting Professor in the State University of the Philippines. In 1922-23, 1926, and 1930-31, Hayden was special correspondent in the far east for the Christian Science Monitor. Hayden used each of these opportunities to travel in the islands, to study, and to make contacts with Philippine citizens, both government officials and private citizens."
58,umich-bhl-851643,1145,Joseph Ralston Hayden Papers,Death,1,bioghist,"Joseph Ralston Hayden was born on September 24, 1887 in Quincy, Illinois. He received his B.S. from Knox College in 1910, then his M.A. and Ph.D. from the University of Michigan in 1911 and 1915 respectively. From 1910 to 1912, while a student, Hayden was an assistant in American history at the University of Michigan. In 1912, he became a member of the university's department of political science, where he remained, except for his service with the government, until his death on May 19, 1945."
59,umich-bhl-851677,1508,James A. LeRoy Papers,Philippine Islands,1,scopecontent,"The collection documents the academic career of LeRoy as a student at the University of Michigan and his two trips to the Philippines in 1901 and 1905. The materials have been groups into four series: Biographical/Personal, Philippine Islands, Durango, Mexico, and Scrapbooks."
60,umich-bhl-851718,1467,"Victor Hugo Lane Papers, 1897-1929",Philippine Islands,1,scopecontent,"The Victor Hugo Lane papers include correspondence relating to his law school activities, his interest in the Presbyterian churches of Adrian and Ann Arbor, the University Student Religious Association, the Young Men's Christian Association, the Western Intercollegiate Conference, the Michigan Law Review, and the Uncle Sam Macaroni Co. of Tecumseh; also letter from Gustavus Ohlinger on the Philippine Islands, June 1, 1903"
61,umich-bhl-851733,1257,Harry Burns Hutchins papers,Dwellings,2,subjects,"Afro-Americans; Conservation of natural resources; Elections; Elections; Indians of North America; Jews; Presidents; Prohibition; Radicalism; Temperance; Women; Spanish-American War, 1898.; Greek letter societies; Students, Foreign; Hazing; World War, 1914-1918; World War, 1914-1918; Immigrants; Dwellings; Dwellings; Streets; Women's resources"
62,umich-bhl-851733,1257,Harry Burns Hutchins papers,Race,1,corpnames,"American Peace Congress (4th : 1913 : St. Louis); B'nai B'rith Hillel Foundation (University of Michigan); Intercollegiate Conference of Faculty Representatives.; Ku Klux Klan (1915-); United States. Army. Reserve Officers' Training Corps.; University of Michigan.; University of Michigan. Chinese Students Club.; University of Michigan. Department of Astronomy.; University of Michigan. Dept. of Classical Studies.; University of Michigan. Dept. of Military Science and Tactics.; University of Michigan. Dept. of Physics.; University of Michigan.; University of Michigan.; University of Michigan.; University of Michigan.; University of Michigan.; University of Michigan. Library.; Michigan Union.; University of Michigan. University Museum.; University of Michigan. President.; University of Michigan. School of Music.; University of Michigan.; University of Michigan.; University of Michigan. College of Engineering.; University of Michigan.; University of Michigan.; University of Michigan. President.; American Neutral Conference Committee.; American Protective Tariff League.; American Union Against Militarism.; Anti-Saloon League of Michigan.; Illinois Vigilance Association.; League to Enforce Peace.; Men's League for Woman Suffrage of the State of Michigan.; National Child Labor Committee (U.S.); National Conference on Race Betterment.; National Conservation Congress. n 5th, Washington, D.C., 1913.; National Home Finding Society for Colored Children.; National Peace Federation.; National Religious Training School.; National Urban League.; Michigan State Grange.; World Court League.; World Peace Foundation."
63,umich-bhl-851733,1257,Harry Burns Hutchins papers,Colonial,1,bioghist,"Mr. and Mrs. Hutchins hosted many friends and distinguished guests, including U.S. President William H. Taft, to their home in Ann Arbor and their summer cottage in Cotuit, Massachusetts. Mary Hutchins was a member of many organizations including the Daughters of the American Revolution, a Regent of the Sarah Caswell Angell Chapter, the National Committee for the American flag, the Michigan Chapter of Colonial Dames, the American Association of University Women (Ann Arbor branch), the Faculty Women’s Club, and a founding member of the Ann Arbor Women’s Club. Mary Hutchins died of a heart attack on August 2, 1927. "
64,umich-bhl-851733,1257,Harry Burns Hutchins papers,Death,1,bioghist,"After his retirement in 1920, Hutchins became President Emeritus and continued to serve the university in various capacities until his death. Harry B. Hutchins died on January 25, 1930."
65,umich-bhl-851733,1257,Harry Burns Hutchins papers,Settlers,1,bioghist,"On December 27, 1872, Harry B. Hutchins married Marry Louise Crocker, of Birmingham, Michigan. Mary was born on January 14, 1857, the daughter of Fandira Emery Crocker and Thomas Martin Crocker. She was a descendent of Thomas Hooker, founder of Hartford, Connecticut, and Deacon William Crocker, one of the early settlers of Cape Cod, Massachusetts. Mrs. Hutchins graduated from Mt. Clemens High School in 1869. "
66,umich-bhl-851764,1599,"George A. Malcolm papers, 1896-1965",Colonial,1,abstract,"Justice on the Philippine Supreme Court, founder of the Law School of the University of the Philippines, and attorney general of Puerto Rico. Correspondence, scrapbooks, printed reports, articles, and legal opinions, diplomas, citations, memorabilia, manuscript of book, 1956, entitled, ""Sunset of Colonialism: memoirs of an American Colonial Careerist"": decisions, 1909-1939, made while a jurist in the Philippines; copies of addresses and legal articles; and photographs."
67,umich-bhl-851764,1599,"George A. Malcolm papers, 1896-1965",Colonists,1,subjects,Judges; Law.; Lawyers; Capitols; Colonists.; Judges
68,umich-bhl-851764,1599,"George A. Malcolm papers, 1896-1965",Colonialism,1,abstract,"Justice on the Philippine Supreme Court, founder of the Law School of the University of the Philippines, and attorney general of Puerto Rico. Correspondence, scrapbooks, printed reports, articles, and legal opinions, diplomas, citations, memorabilia, manuscript of book, 1956, entitled, ""Sunset of Colonialism: memoirs of an American Colonial Careerist"": decisions, 1909-1939, made while a jurist in the Philippines; copies of addresses and legal articles; and photographs."
69,umich-bhl-851764,1599,"George A. Malcolm papers, 1896-1965",Commonwealth of the Philippines,1,bioghist,"George Arthur Malcolm was born November 5, 1881 in Concord, Michigan. He graduated from the Law School of the University of Michigan in 1906, then worked his way to the Philippines where he found employment as a temporary clerk in the Bureau of Health. In 1907, he transferred to the Executive Bureau as a clerk, then in 1908 again transferred to the Bureau of Justice as a law clerk. Here he was promoted to assistant attorney, and then assistant attorney general. In 1912, he came to the University of the Philippines where he founded and became dean of the College of Law. In 1917, he was appointed by President Woodrow Wilson to Associate Justice of the Supreme Court of the Philippines. He remained on the court as associate justice and presiding justice until the inauguration of the Commonwealth of the Philippines in 1935. In January 1936, he was appointed by President Franklin Roosevelt to be assistant legal adviser to United States High Commissioner Frank Murphy and later to Murphy's successor Paul V. McNutt. In September 1939, Roosevelt appointed Malcolm to be Attorney General of Puerto Rico. He took office in 1940 and served until 1942. For the remainder of his life, Malcolm would author several books, travel widely, and become a ready speaker before various groups. He died in May 16, 1961."
70,umich-bhl-851831-f,1776,"Media Resources Center (University of Michigan) Films and Videotapes, 1930s and 1948-1987",Type,1,abstract,"The television production studio and media services unit of the University of Michigan, commonly referred to as ""Michigan Media."" It was formed in 1978 through the merger of the university Television Center and the university Audio-Visual Education Center. The Television Center began producing educational programs for broadcast on commercial and public stations in 1950. The Audio-Visual Education Center produced films for the university and operated a film distribution library. The Media Resources Center closed in 1986. The collection consists of documentary type film and video and film and video of television programs produced by the Media Resources Center and its predecessors."
71,umich-bhl-851917,1850,"Irene Ellis Murphy papers, 1917-1984",Dwellings,2,subjects,Businesswomen; Automobiles; Children.; Children playing.; Children's parties.; Dwellings.; Dwellings; Families.; Funeral rites and ceremonies.; Horseback riding.; Interiors.; Recreation.; Soldiers; Travel.; Weaving.; Women.
72,umich-bhl-851917,1850,"Irene Ellis Murphy papers, 1917-1984",Philippine Islands,1,bioghist," In 1929, she had married J. Harold Murphy, the brother of then Detroit Mayor Frank Murphy. When Murphy left to become Governor General of the Philippine Islands (1933-1935), he took many members of his family with him. From her stay in the Philippines in the mid-1930s, Irene Murphy would develop a life-long interest in the people and politics of the Islands."
73,umich-bhl-85193,1129,Philip A. Hart Papers,Types,2,scopecontent," One more note: The Hart papers originally consisted of more than 700 linear feet of files. Hart himself and his staff had discarded certain types of files before donating them to the library, notably case files and constituent mail answered by form. In addition, the library discarded files of low research content - thank yous, invitations, and carbons of Hart correspondence duplicated in the other principal series of the collection. Furthermore, files containing similar types of correspondence from constituents have been sampled (the folders have ""S"" or ""Samp"" on them). Government publications, easily available in a government documents library, and unless heavily annotated, have been discarded. Researchers on any topic within the Hart collection should familiarize themselves with the standard sources on government documents (the indices to the Congressional Record for example). Topics on which Hart played a key legislative role or about which he was keenly interested have not been sampled. These topics include civil rights, the passage of various consumer legislation, the Sleeping Bear Dunes debate, his committee work, and the debate over the war in Vietnam to list a few."
74,umich-bhl-85193,1129,Philip A. Hart Papers,Death,1,bioghist,"Philip A. Hart was United States Senator from Michigan, serving from 1959 until his death in December of 1976. Born in Bryn Mawr, Pennsylvania on December 10, 1912, Hart graduated from Georgetown University in 1934 and the University of Michigan Law School in 1937. He practiced law in Detroit for four years until the outbreak of war when he enlisted in the United States Army. He served until 1946, and was wounded during the D-Day assault on Utah Beach during the Normandy invasion."
75,umich-bhl-851981,1283,"Interlochen Center for The Arts Records, 1927-2005",Native,1,bioghist," The economic disruptions of World War I brought a quick end to the St. Paul Orchestra and Maddy's symphonic career, leading him eventually into music education. For the next four years, he expanded his knowledge and skills in a variety of musical jobs. He became a clarinetist with a vaudeville orchestra in Peoria, Illinois. Then, he learned conducting as head of the orchestra in his native Wellington (Kansas). In 1915, he moved to Wichita Falls, Texas, as director of the College of Music and Art. There, he started a non-credit orchestra among high school students. Relocating to Chicago, he played saxophone in jazz clubs and taught in several music schools."
76,umich-bhl-851981,1283,"Interlochen Center for The Arts Records, 1927-2005",Death,1,scopecontent,"The records of the Interlochen Center for the Arts were received in installments over many years. They came from several sources: the Camp office in Ann Arbor, the Tremaine family, an alumni leader, and various administrators at Interlochen, but the greatest proportion was assembled from Maddy's home and Interlochen offices, after his death, by Margaret (Peg) Stace, his long-time assistant."
77,umich-bhl-851981,1283,"Interlochen Center for The Arts Records, 1927-2005",Death,1,bioghist," Facing imminent retirement from the Minneapolis school system, Giddings opposed Maddy over the choice of Camp director and university affiliation. In order to force a settlement, Tremaine, who supported Maddy, threatened to resign. The tactic worked; the crisis passed, and amiable relations were restored (lasting until Giddings' death in 1954). Thereafter, Maddy, though occasionally restrained in fiscal policy by Tremaine and the Board of Trustees, lacked a serious rival in operating the Camp."
78,umich-bhl-851981,1283,"Interlochen Center for The Arts Records, 1927-2005",Death,1,bioghist," In the fall of 1961, having formally retired from the university, Maddy moved the Camp office, over the objections of the permanent staff from Ann Arbor to Interlochen. Shortly thereafter, Norma Lee Browning Ogg, a <title render=""italic"">Chicago Tribune</title> writer and Camp publicist, introduced Maddy to Chicago insurance executive and philanthropist Clement Stone. The two hit it off immediately, and Stone agreed to fund Maddy's long-planned boarding school for high school students, the Interlochen Arts Academy. Almost immediately, Stone was appointed to the Board of Trustees, on which he remained a leading force for nearly two decades (becoming its chair upon Roscoe Bonisteel's death in July 1972)."
79,umich-bhl-851981,1283,"Interlochen Center for The Arts Records, 1927-2005",Death,1,bioghist," Despite great efforts, fund raising failed to fulfill expectations. The relationship between the Camp and Academy remained strained, and some Board members grew dissatisfied with student behavior (particularly at the Academy, where the new youth culture took hold). Changing tastes in music, especially among the young, and in family vacation patterns as well as the development of competing institutions, such as the Blue Lake Fine Arts Camp in Michigan (which opened the summer following Maddy's death), threatened Interlochen's unchallenged preeminence. In November 1969, Merrill announced his acceptance of a development position at Northwestern University, and four months later, after a board meeting at which he outlined his proposals for Interlochen's future, Haas submitted his resignation."
80,umich-bhl-852085,2124,"Manuel Luis Quezon papers, 1909-1944",Commonwealth of the Philippines,1,abstract,"President of the Commonwealth of the Philippines, 1935-1944; correspondence, memoranda, reports, speeches, articles, and other materials relating to his career, 1909-1944."
81,umich-bhl-852085,2124,"Manuel Luis Quezon papers, 1909-1944",Commonwealth of the Philippines,1,bioghist," Provincial fiscal of Mindoro, 1903-1906; Municipal Concilor of Tayabas, Tayabas, 1906 (Resigned to run as governor of Tayabas Province, 1906); Co-founder of the <title render=""italic"">Partido Independista Inmediata</title> 1906-1907; Governor of Tayabas Province, 1906; First assemblyman from Tayabas to the First Philippine Assembly, 1907; Resident Commissioner of the Philippines to the United States, 1909-1917 (re-elected 1911, 1913, 1915); President of the Senate, 1916-1935; First President of the Commonwealth of the Philippines, 1935-1941; of the Commonwealth government-in-exile (Washington, D.C., U.S.A.), 1941-1944."
82,umich-bhl-852085,2124,"Manuel Luis Quezon papers, 1909-1944",Death,1,scopecontent,"The Manuel Quezon microfilm was a joint project of the University of Michigan and the National Library of the Philippines. The resulting 54 reels of microfilm represent the most important, but not all, of the Quezon papers. The papers span the period beginning with Quezon's residence in Washington DC as Resident Commissioner and ending with his death in New York State during World War II. There is no material relating to his public service in Mindoro or Tayabas Province, approximately 1903-1909, or to his education."
83,umich-bhl-852089,1982,"David Wheeler Palmer and family papers, 1807-1982",Dwellings,1,subjects,"Agriculture; Art.; Artists.; Education; Farm life; Schools; Spanish-American War, 1898.; Teachers; Teachers; Travelers.; Carriages and coaches.; Dwellings; Spanish-American War, 1898."
84,umich-bhl-85217,1237,"Hubbell Family Papers, 1859-1983",Dwellings,1,subjects,Women; Women; Women; Children.; Dwellings; Railroads; Schools
85,umich-bhl-85217,1237,"Hubbell Family Papers, 1859-1983",Philippine Islands,1,bioghist," From 1907 to 1912 the Hubbell family lived in the Philippine Islands, where Clarence Hubbell worked as a water supply and public works engineer. Shortly after the family returned to Michigan, he established his own engineering firm in Detroit. He was a design and construction engineer for the Detroit Sewer System from 1916 to 1922 and served on the Detroit Rapid Transit Commission from 1925 to 1940. He retired in 1946. In 1950, Clarence Hubbell was killed in an automobile accident."
86,umich-bhl-85312,1765,"Edward W. Mill papers, 1930-1977",Philippine Islands,1,abstract,"Teaching fellow in political science at the University of Michigan, later foreign service officer with the Division of Philippine Affairs in the Office of Far Eastern Affairs, U. S. Department of State, and professor of diplomacy and world affairs at Occidental College. Academic files, correspondence, papers relating to his work and interest in the Philippine Islands and Indonesia, topical files concerning his various academic interests, and photographs."
87,umich-bhl-854,138,"Arthur E. Armstrong papers, 1911-1938",Philippine Islands,1,scopecontent,"Approximately fifty per cent of the collection consists of visual materials, primarily photographs, although there are some striking posters from the period of the Chinese revolution, 1911-1912. The photographs concern such subjects as Chinese urban life, mission activities, daily life in China, and Arthur Armstrong's work with the Singer Sewing Machine Company. The Armstrong collection also contains a large number of stereoptic card views of China, the St. Louis World's Fair, Port Arthur, the Philippine Islands, and Japan. These were probably sample cards that Armstrong sold in connection with his work with the Underwood &amp; Underwood Company."
88,umich-bhl-85419,2554,"Owen A. Tomlinson papers, 1899-1920",Igorot,1,scopecontent,"The collection includes official constabulary documents, including orders and promotion and appointment material. In addition, there are biographical sketches of residents of Ifugao Subprovince and miscellaneous clippings and printed material. Spanish-language ""Record Historico. Del Settlement de Quiangan, Sub-Provincia Ifugao, Provincia Montafiosa"" (translated from Spanish as ""Historical Record of the Quiangan Settlement, Ifugao Sub-Province, Montafiosa Province"") by Lt. Maximo Meimban, describes Ifugao land and villages. Within the Photograph series will be found six albums containing photos of Philippine Constabulary and U.S. Army personnel, and other colonial officials, Philippine people of the Mountain and Nueva Vizcaya provinces including Bontoc, Igorot, and Ifugao people, headhunter ceremony, travel in China, and a visit of Dean C. Worcester to Ifugao."
89,umich-bhl-85419,2554,"Owen A. Tomlinson papers, 1899-1920",Native,1,bioghist,"Second Lieutenant Maximo Meimban was a Filipino officer and a Pampanga Province native, who served in the constabulary."
90,umich-bhl-85419,2554,"Owen A. Tomlinson papers, 1899-1920",Colonial,1,scopecontent,"The collection includes official constabulary documents, including orders and promotion and appointment material. In addition, there are biographical sketches of residents of Ifugao Subprovince and miscellaneous clippings and printed material. Spanish-language ""Record Historico. Del Settlement de Quiangan, Sub-Provincia Ifugao, Provincia Montafiosa"" (translated from Spanish as ""Historical Record of the Quiangan Settlement, Ifugao Sub-Province, Montafiosa Province"") by Lt. Maximo Meimban, describes Ifugao land and villages. Within the Photograph series will be found six albums containing photos of Philippine Constabulary and U.S. Army personnel, and other colonial officials, Philippine people of the Mountain and Nueva Vizcaya provinces including Bontoc, Igorot, and Ifugao people, headhunter ceremony, travel in China, and a visit of Dean C. Worcester to Ifugao."
91,umich-bhl-85481,2343,Sligh Family Papers,Death,1,bioghist," Though still a boy at the time of his father's death <persname>Charles R. Sligh</persname> (1850-1927) worked to help support his family. Following a series of odd jobs, Sligh was apprenticed for four years to a local tinsmith. He clerked for one year at the Foster and Stevens Hardware Store, and then in 1875, he went to work in the finishing room of Berkey and Gay, Grand Rapids furniture manufacturers. He was soon promoted to foreman of the finishing department and then became one of the salesmen for the company. Sligh was probably the first furniture salesman to make extensive use of photographs in his sales presentations. Up until that time, salesmen usually followed carloads of their companies' furniture into various cities along the train route. From the railroad yards, they would call the local dealers down to examine their wares, and sales would be made directly from the train. Using photographs enabled Sligh to open up new markets without being tied to the railroad."
92,umich-bhl-85481,2343,Sligh Family Papers,Death,1,bioghist," With his death and worsening business conditions in the furniture industry, the Sligh Furniture Company floundered and failed. Its assets were liquidated in 1932. <persname>Charles R. Sligh, Jr.</persname> (1906- ) who had gained experience in his father's business, was forced to begin anew a business which would have the family name. In 1933, this Sligh together with O.W. Lowry, who had been the company's superintendent, pooled their resources to purchase an idle furniture factory in Holland, Michigan. The <corpname>Charles R. Sligh Company</corpname> gradually grew. In 1940, the two men opened another plant (the Sligh-Lowry Company) in Zeeland, Michigan. This was followed in 1945 by a third company, the <corpname>Grand Rapids Chair Company</corpname>, then by a fourth, the <corpname>Sligh Furniture Showrooms</corpname> in New York City."
93,umich-bhl-85517,2495,"Stanley M. Swinton papers, 1935-1985",Insurgency,1,scopecontent,"The Stanley Swinton papers include correspondence; dispatch files; notebooks relating to the death of Mussolini, the Malayan insurgency in the late 1940s, and the Indonesian revolutions; notes of interviews with Seni Premot of Thailand, Norodom Sihanouk of Cambodia, Ho Chi-Minh of Vietnam, Konrad Adenauer of West Germany, Joao Goulart of Brazil, Ferdinand Marcos of the Philippines, and Kim Jong Pil of South Korea. The bulk of Swinton's writings will be found in the collection, either in draft or in clippings of his articles. The series in the collection are Correspondence; Newspaper career; Writings, speeches, etc.; Personal and miscellaneous; Photographs; and Printed Material."
94,umich-bhl-85517,2495,"Stanley M. Swinton papers, 1935-1985",Death,1,scopecontent,"The Stanley Swinton papers include correspondence; dispatch files; notebooks relating to the death of Mussolini, the Malayan insurgency in the late 1940s, and the Indonesian revolutions; notes of interviews with Seni Premot of Thailand, Norodom Sihanouk of Cambodia, Ho Chi-Minh of Vietnam, Konrad Adenauer of West Germany, Joao Goulart of Brazil, Ferdinand Marcos of the Philippines, and Kim Jong Pil of South Korea. The bulk of Swinton's writings will be found in the collection, either in draft or in clippings of his articles. The series in the collection are Correspondence; Newspaper career; Writings, speeches, etc.; Personal and miscellaneous; Photographs; and Printed Material."
95,umich-bhl-85517,2495,"Stanley M. Swinton papers, 1935-1985",Hanging,1,bioghist," Swinton's career spans the years of intense conflict throughout the world and his papers provide insightful commentary on world events. He met and interviewed military rebels, presidents, religious leaders, prime ministers, sports and entertainment figures, and VIPs throughout the world. In 1950, he managed to get expelled from Egypt by King Farouk when he disclosed that Farouk planned to make the fiancée of a young Egyptian commoner his Queen against her will. Among his most famous stories is an eyewitness account of Fascist dictator Benito Mussolini hanging by his heels in a Milan square. In addition, he has interviewed Ho Chi-Minh, Ferdinand Marcos, the Shah of Iran, and Indira Gandhi. Swinton became a specialist on news media problems in third world countries and worked at many international conferences to improve relations between developing countries and the United States. His byline appeared in more than 100 countries."
96,umich-bhl-85532,798,John C. Early Papers,Non-Christian,1,abstract,"Teacher and administrator in the Philippines, governor of the Mountain Province, 1923-1930, later advisor to the Governor General on non-Christian affairs; correspondence, reminiscences, speeches, articles, and photographs."
97,umich-bhl-85532,798,John C. Early Papers,Non-Christian,1,bioghist,"John C. Early was a teacher and administrator in the Philippine Islands. He was governor of the Mountain Province, 1923-1930, then later advisor to the governor general on non-Christian affairs."
98,umich-bhl-85532,798,John C. Early Papers,Philippine Islands,1,bioghist,"John C. Early was a teacher and administrator in the Philippine Islands. He was governor of the Mountain Province, 1923-1930, then later advisor to the governor general on non-Christian affairs."
99,umich-bhl-85548,402,"George E. Bushnell papers, 1921-1965",Death,1,bioghist," During this time, in 1924, he was chosen Honorary Member of the Supreme Council and served as Sovereign Grand Inspector General, 33°. In 1934, he was crowned an ""Active"" member of the Supreme Council. Two years later, by virtue of his status as an Active member he was chosen Deputy for Michigan and Commander-in-Chief of that state's Council of Deliberation. In 1945, he was selected as Grand Lieutenant Commander of the Supreme Council of the Northern Jurisdiction; and in 1954, he assumed the position of Sovereign Grand Commander upon the retirement of Melvin Johnson. It was at this time that Bushnell decided to devote all of his energy to the Scottish Rite, and thus retired from the Michigan Supreme Court in 1955 before the completion of his third term. Bushnell served full-time as Grand Commander until his death in 1965."
100,umich-bhl-85710,1046,"Josephine Fellows Gomon papers, 1913-1975",Dwellings,1,subjects,"Depressions; Women in politics; World War, 1939-1945.; African Americans; Banquets.; Crowds.; Dwellings; Governors; Horseback riding.; Housing.; Mayors; Political elections.; Smoking.; Women"
101,umich-bhl-85710,1046,"Josephine Fellows Gomon papers, 1913-1975",Death,1,bioghist," In the 1920s, Mrs. Gomon met Clarence Darrow, and their friendship continued throughout the Ossian Sweet trial in Detroit and up until the time of his death. The Recorders Court Judge who presided over that trial was Frank Murphy, who was also a graduate of the University of Michigan. In 1930, Mrs. Gomon worked on Murphy's campaign for mayor of Detroit and upon his election to that office became his executive secretary and chaired the Mayor's Unemployment Committee."
102,umich-bhl-85710,1046,"Josephine Fellows Gomon papers, 1913-1975",Death,1,bioghist," From 1945 to 1948, she conducted a radio program on WKMH called ""Opinion Unlimited."" In 1948, her husband, R. Louis Gomon, died. Until her death in 1975, Mrs. Gomon participated in campaigns for social welfare and human rights through her memberships in the Americans for Democratic Action, NAACP, and the American Civil Liberties Union."
